query;date;url;sentiment;type;discussion length;views;author;followers;influence;GPS latitude;GPS longitude;message text;source;title
icdrachten OR nijsmellinghe OR r...;2020-06-29 15:54;https://twitter.com/RenzeTjoelker/status/1277601270329749504;;comment;4;204;RenzeTjoelker;204;3.5;;;RT [@rocfriesepoort]: Onze practor @RenzeTjoelker werd geïnterviewd door @kennisnet. Lees in dit artikel wat hij bedoelt met digitale weerbaarheid en waarom het zo belangrijk is. https://t.co/H0zvz8n2Nk https://t.co/CWajIaJwWy;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 15:40;https://twitter.com/yvonsus/status/1277597782153592833;;comment;3;53;yvonsus;53;0.7;;;RT [@nijsmellinghe]: Onze IC/CC is een gecombineerde afdeling voor intensive care en hartbewaking, waar een persoonlijke benadering centraal staat. Ben jij of ken jij een afgestudeerde gespecialiseerde IC/CC verpleegkundige ? Wij komen graag in contact! https://t.co/t98mipX8y7 https://t.co/N1TZImjnn6;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 12:48;https://twitter.com/AlfredEilering/status/1277554414635683846;;comment;5;150;AlfredEilering;150;0.6;;;RT @BWvacatures: Namens gemeente [@_Smallingerland] zoeken we een #Teammanager. Kijk op onze site voor meer informatie: https://t.co/Qn7g6yAgEG https://t.co/DYNefp8x6m;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 12:46;https://twitter.com/WillemHein3/status/1277554043766870025;;comment;5;362;WillemHein3;362;2.4;;;RT @BWvacatures: Namens gemeente [@_Smallingerland] zoeken we een #Teammanager. Kijk op onze site voor meer informatie: https://t.co/Qn7g6yAgEG https://t.co/DYNefp8x6m;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 11:04;https://twitter.com/RadioNet_EU/status/1277528360760025088;;post;3;488;RadioNet_EU;488;1.6;;;EVN announces series of online seminars - The sharpest view of the radio Universe: VLBI – Connecting Astronomers Worldwide”. First seminar 8 July https://t.co/bfbxMAvmoc @jivevlbi @jivedirector @IMPRS_MPIfR @Metsahovi @IRA_INAF @jodrellbank @OnsalaRymd @LOFAR [@ASTRON_NL] @ESO https://t.co/Z5VLdpJg4v;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 11:00;https://twitter.com/IRA_INAF/status/1277527340516548613;+;comment;6;481;IRA_INAF;481;0.5;;;"RT @and_botteon: I just gave a talk at #EASLeiden2020 on ""The beautiful mess in Abell 2255"", check the @EAS_meeting  press release below!  @UniLeiden @IRA_INAF [@ASTRON_NL] @LOFAR @HambObs @UniboMagazine @SRON_Space";twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 10:43;https://twitter.com/HirokiAkamatsu/status/1277523057431711751;+;comment;6;210;HirokiAkamatsu;210;0.8;;;"RT @and_botteon: I just gave a talk at #EASLeiden2020 on ""The beautiful mess in Abell 2255"", check the @EAS_meeting  press release below!  @UniLeiden @IRA_INAF [@ASTRON_NL] @LOFAR @HambObs @UniboMagazine @SRON_Space";twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 10:38;https://twitter.com/roxycas/status/1277521709181140992;+;comment;6;82;roxycas;82;0.7;;;"RT @and_botteon: I just gave a talk at #EASLeiden2020 on ""The beautiful mess in Abell 2255"", check the @EAS_meeting  press release below!  @UniLeiden @IRA_INAF [@ASTRON_NL] @LOFAR @HambObs @UniboMagazine @SRON_Space";twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 10:37;https://twitter.com/and_botteon/status/1277521508911534081;+;comment;6;258;and_botteon;258;3.9;;;"I just gave a talk at #EASLeiden2020 on ""The beautiful mess in Abell 2255"", check the @EAS_meeting  press release below!  @UniLeiden @IRA_INAF [@ASTRON_NL] @LOFAR @HambObs @UniboMagazine @SRON_Space";twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 10:15;https://twitter.com/BWvacatures/status/1277516085785485312;;post;5;802;BWvacatures;802;0.6;;;Namens gemeente [@_Smallingerland] zoeken we een #Teammanager. Kijk op onze site voor meer informatie: https://t.co/Qn7g6yAgEG https://t.co/DYNefp8x6m;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 10:13;https://twitter.com/AlfredEilering/status/1277515469604425728;;comment;3;150;AlfredEilering;150;0.6;;;RT @BWvacatures: Voor gemeente [@_Smallingerland] zoeken we een #Strategisch adviseur Economie & Ontwikkeling. Meer info: https://t.co/ulp6UHUhuo https://t.co/Qhs035qqN5;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 10:11;https://twitter.com/BWvacatures/status/1277514946004344834;;post;3;802;BWvacatures;802;0.6;;;Voor gemeente [@_Smallingerland] zoeken we een #Strategisch adviseur Economie & Ontwikkeling. Meer info: https://t.co/ulp6UHUhuo https://t.co/Qhs035qqN5;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 09:57;https://twitter.com/NinaMarone/status/1277511571284152320;+;comment;7;225;NinaMarone;225;0.9;;;RT @Bakker156: 15. In 1988 zorgde hij samen met toenmalige burgemeester Sytze Faber van Hoogeveen voor ophef door iets te enthousiast in het glaasje te kijken met alle gevolgen vandien. [@_Smallingerland] heeft eerdere crises gehad.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 09:46;https://twitter.com/NinaMarone/status/1277508817840996352;;comment;3;225;NinaMarone;225;0.9;;;RT @Bakker156: 14. Wanneer de jongere garde het heeft over de bestuurscrisis in de gemeente [@_Smallingerland], dan bedoelen ze de huidige. Met sterke man Yntze de Vries en sneuvelende wethouders. Wij halen in dat geval moeiteloos burgemeester Bert Smallenbroek voor de geest.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 08:09;https://twitter.com/KW1C/status/1277484301358071811;;comment;5;1839;KW1C;1839;2.2;;;RT @DutchCuisine: Gisteren lanceerden @DutchCuisine en de opleidingen [@rocfriesepoort] , @gildeopleidinge en @KW1C de campagne #ChefvandeToekomst. De opleiding die jou als chef leert het verschil te maken! #dutchcuisine #samenmakenweimpact #khn https://t.co/9NnAcQr2Fm;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 05:22;https://twitter.com/MJ14NUN/status/1277442177954701318;;comment;8;1031;MJ14NUN;1031;2.7;;;RT [@_Smallingerland]: Fietsers opgelet! In verband met de veiligheid van de terrasbezoekers kun je vanaf morgen (26 juni) tijdelijk niet fietsen op Moleneind NZ vanaf het carillon tot aan de Oude Nering. Je kunt wel aan de overkant via het Moleneind ZZ rijden. Meer info 👉 https://t.co/ZAEbm8wSRp https://t.co/vhhy8aWfQY;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 05:11;https://twitter.com/dickblankesabel/status/1277439641109569536;;comment;;720;dickblankesabel;720;1;;;RT [@_Smallingerland]: Roken is de nummer één te voorkomen oorzaak van ziekte en sterfte in Nederland. Zien roken, doet roken en daarom geven wij graag het goede voorbeeld. Vanaf 1 juni 2020 voeren wij als organisatie een rookvrij beleid.   Lees verderop onze website: https://t.co/i8z67jUa0E https://t.co/IiO9cTsc7P;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 05:11;https://twitter.com/dickblankesabel/status/1277439448356212736;;comment;8;720;dickblankesabel;720;1;;;RT [@_Smallingerland]: Fietsers opgelet! In verband met de veiligheid van de terrasbezoekers kun je vanaf morgen (26 juni) tijdelijk niet fietsen op Moleneind NZ vanaf het carillon tot aan de Oude Nering. Je kunt wel aan de overkant via het Moleneind ZZ rijden. Meer info 👉 https://t.co/ZAEbm8wSRp https://t.co/vhhy8aWfQY;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 05:10;https://twitter.com/dickblankesabel/status/1277439392773279744;;comment;2;720;dickblankesabel;720;1;;;RT [@_Smallingerland]: Wij zoeken een boomverzorger die verantwoordelijk is voor de snoei en onderhoud van ons bomenbestand. Ben je collegiaal, klantvriendelijk en voel je je thuis in een gemeentelijke omgeving? Reageer dan via: https://t.co/6Gf7Awf9Wg;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 05:10;https://twitter.com/dickblankesabel/status/1277439346220638208;;comment;3;720;dickblankesabel;720;1;;;RT [@_Smallingerland]: Vandaag, zaterdag 27 juni, is de Nederlandse Veteranendag. Helaas door de coronamaatregelen staan we hier anders bij stil dan normaal. Burgemeester Jan Rijpstra bedankt via deze video de veteranen van Nederland voor hun inzet. Vandaag wappert de veteranenvlag voor het stadhuis. https://t.co/j957XjcxPd;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-29 05:10;https://twitter.com/dickblankesabel/status/1277439285831127040;;comment;;720;dickblankesabel;720;1;;;RT [@_Smallingerland]: Het is al een tijd druk bij ons. Veel mensen willen een afspraak om bv. hun rijbewijs te verlengen. Vanaf nu kun je weer zelf een afspraak maken via onze website: https://t.co/UqB7yET1f4   ps. Verlopen rijbewijzen zijn trouwens langer geldig, lees meer: https://t.co/HZ6mUjfnb8 https://t.co/KpsuWegaF0;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-28 21:10;https://twitter.com/dj_concepts/status/1277318398863716352;+;comment;4;162;dj_concepts;162;0.7;;;RT @VanWonen: Mooi nieuws! Vanochtend werd de samenwerkingsovereenkomst getekend met de gemeente [@_Smallingerland] voor de afronding van het plan Drachtstervaart. @IMOSS_NL, @dj_concepts, W2N, @wieldrachten, Dons en Troost, @DijkstraMak. #IndeLuwte1. https://t.co/LggYCSwQDG https://t.co/lB6Pj5APYy;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-28 21:09;https://twitter.com/Bakker156/status/1277318198128447488;+;comment;7;2250;Bakker156;2250;3.5;;;19. Alvorens u en Joop Zoetemelk wederom een fijne nacht te wensen, hier mijn leermeester @EelkeLok met hetzelfde historische besef. Plus nog wat extra duiding!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-28 21:04;https://twitter.com/Bakker156/status/1277316904865222657;;post;;2251;Bakker156;2251;3.5;;;17. Maar goed, Bert Smallenbroek heeft net zo weinig te maken met @letour van 1980 als ik met de gemeente [@_Smallingerland]. Laten we snel teruggaan naar de absolute A-sport. Morgen dus de etappe Metz-Luik. Met een parcours om naar uit te kijken.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-28 21:03;https://twitter.com/EelkeLok/status/1277316679207395329;;comment;7;;EelkeLok;3047;2.3;;;@Bakker156 [@_Smallingerland] Hy seach alle jûnen trije kear te djip yn it gleske;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-28 21:01;https://twitter.com/BossieSchrijft/status/1277316222795874305;;comment;7;;BossieSchrijft;235;1.8;;;@Bakker156 [@_Smallingerland] In die categorie hadden we, ten tijde van deze Tour van 80, destijds burgemeester Bouwers van Ferwerderadiel. Die lustte ook wel een slokje...;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-28 20:59;https://twitter.com/MaartenNoordho1/status/1277315701703917568;;comment;3;446;MaartenNoordho1;446;1.4;;;RT @Bakker156: 14. Wanneer de jongere garde het heeft over de bestuurscrisis in de gemeente [@_Smallingerland], dan bedoelen ze de huidige. Met sterke man Yntze de Vries en sneuvelende wethouders. Wij halen in dat geval moeiteloos burgemeester Bert Smallenbroek voor de geest.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-28 20:59;https://twitter.com/Bakker156/status/1277315661371408385;+;post;7;2251;Bakker156;2251;3.5;;;15. In 1988 zorgde hij samen met toenmalige burgemeester Sytze Faber van Hoogeveen voor ophef door iets te enthousiast in het glaasje te kijken met alle gevolgen vandien. [@_Smallingerland] heeft eerdere crises gehad.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-28 20:57;https://twitter.com/Bakker156/status/1277315293237346304;;post;3;2251;Bakker156;2251;3.5;;;14. Wanneer de jongere garde het heeft over de bestuurscrisis in de gemeente [@_Smallingerland], dan bedoelen ze de huidige. Met sterke man Yntze de Vries en sneuvelende wethouders. Wij halen in dat geval moeiteloos burgemeester Bert Smallenbroek voor de geest.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-28 11:47;https://twitter.com/VegetablesChef/status/1277176864910512129;;comment;5;1544;VegetablesChef;1544;0.6;;;RT @DutchCuisine: Gisteren lanceerden @DutchCuisine en de opleidingen [@rocfriesepoort] , @gildeopleidinge en @KW1C de campagne #ChefvandeToekomst. De opleiding die jou als chef leert het verschil te maken! #dutchcuisine #samenmakenweimpact #khn https://t.co/9NnAcQr2Fm;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-27 19:42;https://twitter.com/AllSportSnapper/status/1276934001580802049;;post;;1771;AllSportSnapper;1771;2.1;;;Some of the best speed skaters in the world just out for a 120km (75 miles) stroll. Team @RoyalAware with @Interfarms & [@ZiuZ_VI] train on a beautiful day in #Friesland. @TeamNLtweets @JorritBergsma @vriesdebob @GettySport #SpeedSkating #InLine https://t.co/w5xDOTUikR;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-27 15:51;https://twitter.com/Akcar/status/1276875698947358720;;comment;3;466;Akcar;466;1.4;;;RT [@nijsmellinghe]: Onze collega Femke Peters maakte namens de NAPA een verhalende tekening voor Intensive Care-arts Diederik Gommers. De tekening 'Samen (maakt) sterk' laat zien hoe Gommers samen met anderen weerstand biedt tegen het coronavirus. Bekijk de video (1:33min) https://t.co/Opb8K3XVQA;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 22:34;https://twitter.com/Smelnehus/status/1276614812680798208;;comment;8;1607;Smelnehus;1607;0.8;;;RT [@_Smallingerland]: Fietsers opgelet! In verband met de veiligheid van de terrasbezoekers kun je vanaf morgen (26 juni) tijdelijk niet fietsen op Moleneind NZ vanaf het carillon tot aan de Oude Nering. Je kunt wel aan de overkant via het Moleneind ZZ rijden. Meer info 👉 https://t.co/ZAEbm8wSRp https://t.co/vhhy8aWfQY;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 20:56;https://twitter.com/visserevert/status/1276590232281010177;+;post;;517;visserevert;517;0.7;;;De samenwerkingsovereenkomst is getekend de afronding van de Drachtstervaart komt hiermee in de laatste fase. Hoge kwaliteit wonen & realisatie parkhaven. Een mooie aanwinst voor [Drachten]! @VanWonen @AlfredBolks @SipkeVVD [@_Smallingerland] #mooiresultaat https://t.co/REsY09f5pX;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 18:38;https://twitter.com/gildeopleidinge/status/1276555359373733894;;comment;5;1566;gildeopleidinge;1566;1.2;;;RT @DutchCuisine: Gisteren lanceerden @DutchCuisine en de opleidingen [@rocfriesepoort] , @gildeopleidinge en @KW1C de campagne #ChefvandeToekomst. De opleiding die jou als chef leert het verschil te maken! #dutchcuisine #samenmakenweimpact #khn https://t.co/9NnAcQr2Fm;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 17:59;https://twitter.com/HarmvanBeurden/status/1276545552289869830;;comment;5;547;HarmvanBeurden;547;0.9;;;RT @DutchCuisine: Gisteren lanceerden @DutchCuisine en de opleidingen [@rocfriesepoort] , @gildeopleidinge en @KW1C de campagne #ChefvandeToekomst. De opleiding die jou als chef leert het verschil te maken! #dutchcuisine #samenmakenweimpact #khn https://t.co/9NnAcQr2Fm;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 17:53;https://twitter.com/josevangelder/status/1276544109533171713;;comment;3;402;josevangelder;402;1.7;;;RT [@nijsmellinghe]: Onze collega Femke Peters maakte namens de NAPA een verhalende tekening voor Intensive Care-arts Diederik Gommers. De tekening 'Samen (maakt) sterk' laat zien hoe Gommers samen met anderen weerstand biedt tegen het coronavirus. Bekijk de video (1:33min) https://t.co/Opb8K3XVQA;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 17:04;https://twitter.com/DutchCuisine/status/1276531733563834368;;post;5;1688;DutchCuisine;1688;1.1;;;Gisteren lanceerden @DutchCuisine en de opleidingen [@rocfriesepoort] , @gildeopleidinge en @KW1C de campagne #ChefvandeToekomst. De opleiding die jou als chef leert het verschil te maken! #dutchcuisine #samenmakenweimpact #khn https://t.co/9NnAcQr2Fm;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 16:23;https://twitter.com/NonaAmbon62/status/1276521375918952448;+;comment;2;;NonaAmbon62;14;0.7;;;@pnoeken [@rocfriesepoort] Trotse stagebegeleider👌👏;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 16:21;https://twitter.com/pnoeken/status/1276520879778922501;+;post;2;953;pnoeken;953;1.6;;;Beide stagelopers [@rocfriesepoort] zijn geslaagd met een 8.7en 9.1. gefeliciteerd mannen#HTVP#Stagebegeleider;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 13:34;https://twitter.com/CEW_Leeuwarden/status/1276479021363200001;;post;2;736;CEW_Leeuwarden;736;0.7;;;Studeer jij in Leeuwarden? 📚 Dan hebben wij jouw hulp nodig! Vul nu de enquête in over de naamsbekendheid van WaterCampus 💧 Leeuwarden via deze link: https://t.co/7x7FXb7wbR | @nhlstenden @Hogeschool_VHL [@rocfriesepoort] @NordwinCollegeL @FrieslandColl @CampusFryslan https://t.co/2AvmBDW7aF;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 11:55;https://twitter.com/hendrik_sjoerd/status/1276453970370846720;;post;9;322;hendrik_sjoerd;322;4.4;;;Wachtkamer [#NijSmellinghe] 🤗 https://t.co/GZuw1IPHrp;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 11:51;https://twitter.com/KVK_NL/status/1276453012228235266;+;comment;5;;KVK_NL;51231;8.1;;;@TamaraSloothaak [@rocfriesepoort]  ^Rein: Goed initiatief om deze studenten te helpen. En.. je helpt je eigen bedrijf ook nog eens mee.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-26 09:25;https://twitter.com/pnoeken/status/1276416343009607681;;post;;955;pnoeken;955;1.6;;;Vandaag examen aangifte voor Binne en Stefan van [@rocfriesepoort]. Einde van hun stageperiode bij de Politie;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-25 23:27;https://twitter.com/AlfredBolks/status/1276265890380763139;+;comment;4;236;AlfredBolks;236;0.8;;;RT @VanWonen: Mooi nieuws! Vanochtend werd de samenwerkingsovereenkomst getekend met de gemeente [@_Smallingerland] voor de afronding van het plan Drachtstervaart. @IMOSS_NL, @dj_concepts, W2N, @wieldrachten, Dons en Troost, @DijkstraMak. #IndeLuwte1. https://t.co/LggYCSwQDG https://t.co/lB6Pj5APYy;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-25 21:44;https://twitter.com/visserevert/status/1276239970282463238;+;comment;2;517;visserevert;517;0.7;;;RT [@_Smallingerland]: Goed nieuws! Vandaag werd de samenwerkingsovereenkomst getekend voor de afronding van het plan Drachtstervaart. De ontwikkeling van de waterrijke Drachtstervaart komt hiermee in de laatste fase. Een mooie aanwinst voor [Drachten]! @vanwonen https://t.co/VrtXCREHKJ https://t.co/tqP6AkGUc3;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-25 21:14;https://twitter.com/Adjee96/status/1276232265312460800;;comment;8;1007;Adjee96;1007;0.1;;;RT [@_Smallingerland]: Fietsers opgelet! In verband met de veiligheid van de terrasbezoekers kun je vanaf morgen (26 juni) tijdelijk niet fietsen op Moleneind NZ vanaf het carillon tot aan de Oude Nering. Je kunt wel aan de overkant via het Moleneind ZZ rijden. Meer info 👉 https://t.co/ZAEbm8wSRp https://t.co/vhhy8aWfQY;twitter;
icdrachten OR nijsmellinghe OR r...;2020-06-25 21:14;https://twitter.com/Adjee96/status/1276232244106088450;;comment;8;;Adjee96;1007;0.1;;;[@_Smallingerland] 🙌🏻🙌🏻;twitter;
